"Order Line/Order Reference","Order Line/Product","Order Line/Unit Price","Order Line/Quantity","Order Line/Received Qty","Order Line/Subtotal","Order Line/Confirmed Date","Order Line/Expected Arrival Time","Order Line/Partner","Order Line/Company","Order Line/Created By","Order Line/Status","Order Line/Order Reference/Actual Ship Date"
"CAP26069147","[L13277] Xianyue Brown Sugar Tofu Skin 8bags*150g","74.36","2.0","2.0","148.72","2026-06-05 11:50:29","2026-08-03 11:50:29","Lanting Orient Trading Co., LTD","Crestline Pacific Inc","Lina Hua","done",""
"CAP26069147","[L28254] Xianyue Peach Jujube 8bags*100g","65.97","47.0","47.0","3100.59","2026-06-05 11:50:29","2026-08-03 11:50:29","Lanting Orient Trading Co., LTD","Crestline Pacific Inc","Lina Hua","done",""
"CAP26069147","[E39262] ZHUYUN Coconut White Sugar 10bags*400g","31.9","1.0","1.0","31.9","2026-06-05 11:50:29","2026-08-03 11:50:29","Lanting Orient Trading Co., LTD","Crestline Pacific Inc","Lina Hua","done",""
"NWP26068210 (OL4029-1)","[VHS61142] BAOXI Strawberry Health & Nutrition Drinks 250ml","19.53","55.0","55.0","1074.15","2026-06-05 11:12:56","2026-06-19 11:12:56","Sakura Rising Sun Imports Inc.","Crestline Northwest Inc","Peng Xie (Jason)","done",""
"NWP26068210 (OL4029-1)","[VCA93361] BAOXI Coconut Fashion Jewelry 400ml","20.33","187.0","187.0","3801.71","2026-06-05 11:12:56","2026-06-19 11:12:56","Sakura Rising Sun Imports Inc.","Crestline Northwest Inc","Peng Xie (Jason)","done",""
"NWP26068210 (OL4029-1)","[VHB43208] BAOXI Seafood Hair 30bags*500g","5.2","2.0","2.0","10.4","2026-06-05 11:12:56","2026-06-19 11:12:56","Sakura Rising Sun Imports Inc.","Crestline Northwest Inc","Peng Xie (Jason)","done",""
"NWP26068210 (OL4029-1)","[VHK62378] BAOXI Pickled Vegetable Home Cleaning 500ml","2.5","107.0","107.0","267.5","2026-06-05 11:12:56","2026-06-19 11:12:56","Sakura Rising Sun Imports Inc.","Crestline Northwest Inc","Peng Xie (Jason)","done",""
"TXP26068583","[G04157] Yuanxi Five Spice Chili Sauce 24bags*150g","24.15","16.0","16.0","","2026-06-05 09:17:55","2026-08-09 09:17:55","Riverside Harvest Imports Inc.","Crestline Houston Inc","Harvey Sun","done",""
"TXP26068583","[B68372] Jiaqing Peach Seasoned Vegetarian Snacks 12bags*200g","24.34","2.0","2.0","48.68","2026-06-05 09:17:55","2026-08-09 09:17:55","Riverside Harvest Imports Inc.","Crestline Houston Inc","Harvey Sun","done",""
"NWP26068632","[A16378] FENGFENG Green Tea Sparkling Water 12btls*500ml","10.79","38.0","38.0","410.02","2026-06-04 19:20:26","2026-08-05 19:20:26","Nanxi Green Leaf Trading Co., LTD","Crestline Northwest Inc","Peng Xie (Jason)","done",""
"NWP26068632","[A29340] FENGFENG Matcha Plant-Based Drinks 12btls*480ml","10.25","1.0","1.0","10.25","2026-06-04 19:20:26","2026-08-05 19:20:26","Nanxi Green Leaf Trading Co., LTD","Crestline Northwest Inc","Peng Xie (Jason)","done",""
"ILP26068093 (OL4315-5)","[A80201] FENGFU Vanilla Probiotic Drinks 15btls*330ml","13.51","1.0","1.0","13.51","2026-06-04 18:19:18","2026-06-09 18:19:18","Summit Orient Imports Inc.","Crestline Chicago Inc","Jason Qian","done",""
"NJP26068492","[H35347] Maicheng Jujube Pickled Products 12bags*70g","83.54","10.0","10.0","835.4","2026-06-04 17:40:43","2026-07-31 17:40:43","Songxi Foods USA Inc","Crestline New Jersey Inc","Nora Sun","done",""
"NJP26068492","[G40123] YUANQING Osmanthus Jam 10bags*150g","21.08","5.0","5.0","105.4","2026-06-04 17:40:43","2026-07-31 17:40:43","Songxi Foods USA Inc","Crestline New Jersey Inc","Nora Sun","done",""
"NJP26068492","[C54218] Zhouxi Brown Sugar Drink Powder/Blocks 24bags*400g","11.01","1.0","1.0","11.01","2026-06-04 17:40:43","2026-07-31 17:40:43","Songxi Foods USA Inc","Crestline New Jersey Inc","Nora Sun","done",""
"NJP26068492","[C48386] Zhouxi Spicy Drink Powder/Blocks 30bags*1000g","38.21","1.0","1.0","38.21","2026-06-04 17:40:43","2026-07-31 17:40:43","Songxi Foods USA Inc","Crestline New Jersey Inc","Nora Sun","done",""
"NJP26068492","[L97273] Yuanyue Coconut Nuts 8bags*100g","14.8","1.0","1.0","","2026-06-04 17:40:43","2026-07-31 17:40:43","Songxi Foods USA Inc","Crestline New Jersey Inc","Nora Sun","done",""
"NJP26068492","[B89177] Yuanyue Brown Sugar Seaweed Snacks & Dried Kelp 30bags*100g","30.76","1.0","1.0","30.76","2026-06-04 17:40:43","2026-07-31 17:40:43","Songxi Foods USA Inc","Crestline New Jersey Inc","Nora Sun","done",""
"CAP26068520","[FA48131] WEIFENG Corn Frozen Pastries&Pancakes&Baked Pancakes 30bags*70g","27.45","1.0","1.0","27.45","2026-06-04 13:52:25","2026-07-31 13:52:25","Qinglan Foods USA Inc","Crestline Pacific Inc","Hao Lyu (Owen)","done",""
"CAP26068520","[A59240] XIANYOU Beef Ready-to-Drink Tea 20btls*480ml","14.67","4.0","4.0","58.68","2026-06-04 13:52:25","2026-07-31 13:52:25","Qinglan Foods USA Inc","Crestline Pacific Inc","Hao Lyu (Owen)","done",""
"CAP26068520","[H05147] YOULING Honey Pickled Products 8bags*200g","50.42","37.0","37.0","1865.54","2026-06-04 13:52:25","2026-07-31 13:52:25","Qinglan Foods USA Inc","Crestline Pacific Inc","Hao Lyu (Owen)","done",""
"CAP26068520","[A40326] XIANYOU Melon Milk 24btls*500ml","22.15","25.0","25.0","553.75","2026-06-04 13:52:25","2026-07-31 13:52:25","Qinglan Foods USA Inc","Crestline Pacific Inc","Hao Lyu (Owen)","done",""
"CAP26068119 (OL1723-3)","[L23384] XIANFU Pickled Vegetable Mushrooms 10bags*100g","84.9","1.0","1.0","84.9","2026-06-03 18:37:27","2026-06-08 18:37:27","Summit Orient Imports Inc.","Crestline Pacific Inc","Lina Hua","done",""
"NWP26068549","[A79170] Tianxi Chocolate Electrolyte Drinks 15btls*330ml","14.18","2.0","2.0","28.36","2026-06-03 18:25:59","2026-08-07 18:25:59","Nanxi Orient Trading Co., LTD","Crestline Northwest Inc","Peng Xie (Jason)","done",""
"NWP26068549","[L60293] QINGXIAN Grape Wood Ear Mushroom 24bags*150g","46.83","1.0","1.0","46.83","2026-06-03 18:25:59","2026-08-07 18:25:59","Nanxi Orient Trading Co., LTD","Crestline Northwest Inc","Peng Xie (Jason)","done",""
"NWP26068549","[L79229] QINGXIAN Brown Sugar Wood Ear Mushroom 8bags*400g","43.89","5.0","5.0","219.45","2026-06-03 18:25:59","2026-08-07 18:25:59","Nanxi Orient Trading Co., LTD","Crestline Northwest Inc","Peng Xie (Jason)","done",""
"NWP26068549","[B83168] Chenrui Mala Puffed/Flour Snacks 24bags*400g","21.49","1.0","1.0","21.49","2026-06-03 18:25:59","2026-08-07 18:25:59","Nanxi Orient Trading Co., LTD","Crestline Northwest Inc","Peng Xie (Jason)","done",""
"NWP26068549","[FA98206] TIANJIN Honey Steamed Buns 10bags*400g","34.77","1.0","1.0","34.77","2026-06-03 18:25:59","2026-08-07 18:25:59","Nanxi Orient Trading Co., LTD","Crestline Northwest Inc","Peng Xie (Jason)","done",""
"CAP26068789 (OL1126-2)","[E09373] Guwan Osmanthus White Sugar 12bags*100g","32.55","20.0","20.0","651.0","2026-06-03 17:11:42","2026-07-20 17:11:42","Lanting Harvest Trading Co., LTD","Crestline Pacific Inc","Lina Hua","done",""
"CAP26068789 (OL1126-2)","[FA25197] MEITIAN Grape Frozen Vegetarian 12bags*150g","42.94","1.0","1.0","42.94","2026-06-03 17:11:42","2026-07-20 17:11:42","Lanting Harvest Trading Co., LTD","Crestline Pacific Inc","Lina Hua","done",""
"CAP26068789 (OL1126-2)","[FD54137] MEITIAN Lychee Frozen Vegetables 8bags*150g","35.7","2.0","2.0","71.4","2026-06-03 17:11:42","2026-07-20 17:11:42","Lanting Harvest Trading Co., LTD","Crestline Pacific Inc","Lina Hua","done",""
"NWP26068685","[E27158] Chuanlan Taro Scallion 12bags*70g","13.96","23.0","23.0","321.08","2026-06-03 16:52:56","2026-08-03 16:52:56","Baiyun Foods USA Inc","Crestline Northwest Inc","Peng Xie (Jason)","done",""
"NJP26068532 (OL2169-2)","[D23226] JINSONG Peach Rice Noodles 12bags*200g","15.03","17.0","17.0","255.51","2026-06-03 15:06:30","2026-06-13 15:06:30","Morning Harvest Imports Inc.","Crestline New Jersey Inc","Xin Zhu (Leo)","done",""
"NJP26068532 (OL2169-2)","[F32229] Guxi Pickled Vegetable Peanuts 8bags*70g","21.06","8.0","8.0","168.48","2026-06-03 15:06:30","2026-06-13 15:06:30","Morning Harvest Imports Inc.","Crestline New Jersey Inc","Xin Zhu (Leo)","done",""
"NJP26068532 (OL2169-2)","[CJ44363] YOUFENG Peach BBQ Sauce 24bags*200g","32.05","16.0","16.0","512.8","2026-06-03 15:06:30","2026-06-13 15:06:30","Morning Harvest Imports Inc.","Crestline New Jersey Inc","Xin Zhu (Leo)","done",""
"NJP26068532 (OL2169-2)","[CJ07286] Baochen Chocolate Salt 6bags*100g","31.68","1.0","1.0","31.68","2026-06-03 15:06:30","2026-06-13 15:06:30","Morning Harvest Imports Inc.","Crestline New Jersey Inc","Xin Zhu (Leo)","done",""
"CAP26068374","[I40137] Xisong Seafood Sichuan Pepper Oil 6bags*200g","22.01","1.0","1.0","22.01","2026-06-03 14:13:54","2026-06-08 14:13:54","Blue Bay Harvest Imports Inc.","Crestline Pacific Inc","Lina Hua","done",""
"ILP26068936 (OL2401-4)","[F20249] Yunyuan Chocolate Rice 10bags*200g","16.25","1.0","1.0","16.25","2026-06-03 10:58:25","2026-08-10 10:58:25","Lanting Foods USA Inc","Crestline Chicago Inc","Jason Qian","done","2026-06-19"
"ILP26068936 (OL2401-4)","[VCA68251] Ruizhou Vanilla Clothes & Apparel 8bags*500g","12.88","9.0","9.0","115.92","2026-06-03 10:58:25","2026-08-10 10:58:25","Lanting Foods USA Inc","Crestline Chicago Inc","Jason Qian","done",""
"TXP26068122 (OL2048-2)","[FE60393] YUANCHUAN Brown Sugar Ice Cream 6boxes*4bags*88ml","33.3","7.0","7.0","233.1","2026-06-03 08:59:42","2026-06-08 08:59:42","Summit Orient Imports Inc.","Crestline Houston Inc","JIE FAN","done",""
"TXP26068122 (OL2048-2)","[A51343] FENGFU Spicy Probiotic Drinks 12btls*330ml","12.49","46.0","46.0","574.54","2026-06-03 08:59:42","2026-06-08 08:59:42","Summit Orient Imports Inc.","Crestline Houston Inc","JIE FAN","done",""
"TXP26068122 (OL2048-2)","[FE82283] YUANCHUAN Coconut Ice Cream 24boxes*3bags*90ml","54.3","6.0","6.0","325.8","2026-06-03 08:59:42","2026-06-08 08:59:42","Summit Orient Imports Inc.","Crestline Houston Inc","JIE FAN","done",""
"TXP26068122 (OL2048-2)","[FE18257] YUANCHUAN Peach Ice Cream 24boxes*4bags*72ml","36.42","1.0","1.0","36.42","2026-06-03 08:59:42","2026-06-08 08:59:42","Summit Orient Imports Inc.","Crestline Houston Inc","JIE FAN","done",""
"TXP26068560 (OL1227-3)","[A11282] XIANYOU Red Bean Milk 12btls*330ml","18.93","1.0","1.0","18.93","2026-06-02 17:40:46","2026-07-29 17:40:46","Qinglan Foods USA Inc","Crestline Houston Inc","JIE FAN","done",""
"ILP26068330","[B19354] MAIWAN Beef Seasoned Vegetarian Snacks 20bags*400g","32.15","13.0","13.0","417.95","2026-06-02 17:18:15","2026-07-20 17:18:15","Fengcheng Foods USA Inc","Crestline Chicago Inc","Jason Qian","done",""
"ILP26068330","[E55188] Maijia Red Bean Cumin 8bags*1000g","17.01","1.0","1.0","17.01","2026-06-02 17:18:15","2026-07-20 17:18:15","Fengcheng Foods USA Inc","Crestline Chicago Inc","Jason Qian","done",""
"NJP26068947","[Z46350] Shunfeng Seafood Detergent 30bags*70g","37.1","3.0","3.0","111.3","2026-06-02 15:17:32","2026-07-15 15:17:32","Hengshan Foods USA Inc","Crestline New Jersey Inc","Xin Zhu (Leo)","done","2026-06-12"
"NJP26068947","[VSC27214] CHUANBAO Lychee Skin Care 250ml","3.12","28.0","28.0","87.36","2026-06-02 15:17:32","2026-07-15 15:17:32","Hengshan Foods USA Inc","Crestline New Jersey Inc","Xin Zhu (Leo)","done",""
"NJP26068947","[Z85396] Shunfeng Tomato Detergent 10bags*100g","12.98","1.0","1.0","12.98","2026-06-02 15:17:32","2026-07-15 15:17:32","Hengshan Foods USA Inc","Crestline New Jersey Inc","Xin Zhu (Leo)","done",""
"NJP26068947","[G50228] XIANGYOU Red Bean Cooking Wine 20bags*100g","36.07","58.0","58.0","2092.06","2026-06-02 15:17:32","2026-07-15 15:17:32","Hengshan Foods USA Inc","Crestline New Jersey Inc","Xin Zhu (Leo)","done",""
"NJP26068856","[G71266] ZHUYUN Pineapple Syrup 8bags*70g","23.72","1.0","1.0","23.72","2026-06-02 15:04:05","2026-07-31 15:04:05","Lanting Orient Trading Co., LTD","Crestline New Jersey Inc","Xin Zhu (Leo)","done",""
"NJP26068856","[L28254] Xianyue Peach Jujube 8bags*100g","66.68","75.0","75.0","","2026-06-02 15:04:05","2026-07-31 15:04:05","Lanting Orient Trading Co., LTD","Crestline New Jersey Inc","Xin Zhu (Leo)","done",""
"CAP26069001","[E52272] ANZHU Jujube Chili Seasonings 10bags*200g","24.29","47.0","47.0","1141.63","2026-06-02 12:59:32","2026-06-07 12:59:32","Evergreen Crown Imports Inc.","Crestline Pacific Inc","Hao Lyu (Owen)","done",""
"CAP26069001","[VHB30230] Maibao Beef Hair 6bags*400g","8.45","1.0","1.0","8.45","2026-06-02 12:59:32","2026-06-07 12:59:32","Evergreen Crown Imports Inc.","Crestline Pacific Inc","Hao Lyu (Owen)","done",""
"CAP26069001","[A88124] Songzhu Lemon Juice 20btls*500ml","13.72","1.0","1.0","13.72","2026-06-02 12:59:32","2026-06-07 12:59:32","Evergreen Crown Imports Inc.","Crestline Pacific Inc","Hao Lyu (Owen)","done",""
"CAP26069001","[A52240] Songzhu Grape Sparkling Water 20btls*330ml","16.16","11.0","11.0","177.76","2026-06-02 12:59:32","2026-06-07 12:59:32","Evergreen Crown Imports Inc.","Crestline Pacific Inc","Hao Lyu (Owen)","done",""
"TXP26068995","[E52272] ANZHU Jujube Chili Seasonings 10bags*200g","24.29","2.0","2.0","48.58","2026-06-02 11:30:47","2026-06-07 11:30:47","Evergreen Crown Imports Inc.","Crestline Houston Inc","JIE FAN","done",""
"TXP26068995","[G44345] ANZHU Strawberry Dipping Sauce 24bags*70g","13.71","5.0","5.0","68.55","2026-06-02 11:30:47","2026-06-07 11:30:47","Evergreen Crown Imports Inc.","Crestline Houston Inc","JIE FAN","done",""
"TXP26068995","[VHK30154] Maibao Melon Home Cleaning 250ml","12.56","13.0","13.0","163.28","2026-06-02 11:30:47","2026-06-07 11:30:47","Evergreen Crown Imports Inc.","Crestline Houston Inc","JIE FAN","done",""
"TXP26068995","[G69350] ANZHU Original Oyster Sauce 10bags*100g","33.17","3.0","0.0","99.51","2026-06-02 11:30:47","2026-06-07 11:30:47","Evergreen Crown Imports Inc.","Crestline Houston Inc","JIE FAN","done",""
"TXP26068995","[VPC79142] Maibao Seafood Eye Care 400ml","5.11","4.0","4.0","","2026-06-02 11:30:47","2026-06-07 11:30:47","Evergreen Crown Imports Inc.","Crestline Houston Inc","JIE FAN","done",""
"TXP26068995","[A52240] Songzhu Grape Sparkling Water 20btls*330ml","15.83","1.0","1.0","15.83","2026-06-02 11:30:47","2026-06-07 11:30:47","Evergreen Crown Imports Inc.","Crestline Houston Inc","JIE FAN","done",""
"ILP26068131","[FE57162] Chenle Lychee Ice Cream 6boxes*4bags*88ml","35.11","25.0","25.0","877.75","2026-06-02 09:55:26","2026-07-16 09:55:26","Donghai Foods USA Inc","Crestline Chicago Inc","Grace Zhao","done",""
"ILP26068131","[FE72394] Chenle Melon Ice Cream 6boxes*3bags*72ml","35.3","52.0","52.0","1835.6","2026-06-02 09:55:26","2026-07-16 09:55:26","Donghai Foods USA Inc","Crestline Chicago Inc","Grace Zhao","done",""
"ILP26068131","[VSC30172] TIANMEI Pineapple Skin Care 500ml","13.68","9.0","9.0","123.12","2026-06-02 09:55:26","2026-07-16 09:55:26","Donghai Foods USA Inc","Crestline Chicago Inc","Grace Zhao","done",""
"ILP26068596 (OL4654-3)","[D23226] JINSONG Peach Rice Noodles 12bags*200g","15.88","1.0","1.0","15.88","2026-06-02 09:44:05","2026-06-12 09:44:05","Morning Harvest Imports Inc.","Crestline Chicago Inc","Grace Zhao","done",""
"ILP26068596 (OL4654-3)","[D20331] JINSONG Lemon Instant Noodles 12bags*200g","14.14","1.0","1.0","14.14","2026-06-02 09:44:05","2026-06-12 09:44:05","Morning Harvest Imports Inc.","Crestline Chicago Inc","Grace Zhao","done",""
"TXP26068178","[FE57162] Chenle Lychee Ice Cream 6boxes*4bags*88ml","34.87","1.0","1.0","34.87","2026-06-02 09:18:15","2026-07-16 09:18:15","Donghai Foods USA Inc","Crestline Houston Inc","Harvey Sun","done",""
"TXP26068178","[FE03167] Chenle Pineapple Ice Cream 8boxes*4bags*90ml","34.43","11.0","11.0","","2026-06-02 09:18:15","2026-07-16 09:18:15","Donghai Foods USA Inc","Crestline Houston Inc","Harvey Sun","done",""
"TXP26068178","[FE34150] Chenle Coconut Ice Cream 24boxes*4bags*90ml","37.46","144.0","144.0","5394.24","2026-06-02 09:18:15","2026-07-16 09:18:15","Donghai Foods USA Inc","Crestline Houston Inc","Harvey Sun","done",""
"TXP26068178","[FE83379] Chenle Chocolate Ice Cream 6boxes*3bags*72ml","41.25","43.0","43.0","1773.75","2026-06-02 09:18:15","2026-07-16 09:18:15","Donghai Foods USA Inc","Crestline Houston Inc","Harvey Sun","done",""
"CAP26069073","[VSC46179] Fengmai Five Spice Skin Care 200ml","10.07","140.0","140.0","1409.8","2026-06-01 19:25:31","2026-07-21 19:25:31","Nanxi Bridge Trading Co., LTD","Crestline Pacific Inc","Hao Lyu (Owen)","done",""
"NWP26068916","[VHK93396] CHUANBAO Pickled Vegetable Home Cleaning 250ml","17.69","50.0","50.0","884.5","2026-06-01 19:08:16","2026-07-14 19:08:16","Hengshan Foods USA Inc","Crestline Northwest Inc","Peng Xie (Jason)","done","2026-06-17"
"NWP26068916","[Z61305] Shunfeng Seafood Detergent 30bags*400g","40.41","1.0","1.0","40.41","2026-06-01 19:08:16","2026-07-14 19:08:16","Hengshan Foods USA Inc","Crestline Northwest Inc","Peng Xie (Jason)","done",""
"NWP26068916","[VHB13133] CHUANBAO Spicy Hand & Body Care 100ml","3.55","6.0","6.0","21.3","2026-06-01 19:08:16","2026-07-14 19:08:16","Hengshan Foods USA Inc","Crestline Northwest Inc","Peng Xie (Jason)","done","2026-06-17"
"NWP26068916","[G50228] XIANGYOU Red Bean Cooking Wine 20bags*100g","36.65","6.0","6.0","219.9","2026-06-01 19:08:16","2026-07-14 19:08:16","Hengshan Foods USA Inc","Crestline Northwest Inc","Peng Xie (Jason)","done","2026-06-17"
"NJP26068204","[VCA93361] BAOXI Coconut Fashion Jewelry 400ml","19.52","1.0","1.0","19.52","2026-06-01 16:16:28","2026-06-15 16:16:28","Sakura Rising Sun Imports Inc.","Crestline New Jersey Inc","Xin Zhu (Leo)","done",""
"NJP26068204","[B46334] SHANBAO Jujube Puffed Snacks 12bags*200g","17.04","31.0","31.0","528.24","2026-06-01 16:16:28","2026-06-15 16:16:28","Sakura Rising Sun Imports Inc.","Crestline New Jersey Inc","Xin Zhu (Leo)","done",""
"NJP26068104","[FE72394] Chenle Melon Ice Cream 6boxes*3bags*72ml","33.62","206.0","206.0","6925.72","2026-06-01 15:02:34","2026-07-15 15:02:34","Donghai Foods USA Inc","Crestline New Jersey Inc","Xin Zhu (Leo)","done",""
"NJP26068104","[FE35318] Chenle Red Bean Ice Cream 8boxes*3bags*72ml","42.22","138.0","138.0","5826.36","2026-06-01 15:02:34","2026-07-15 15:02:34","Donghai Foods USA Inc","Crestline New Jersey Inc","Xin Zhu (Leo)","done",""
"NJP26068104","[FE12333] Chenle Taro Ice Cream 24boxes*4bags*72ml","46.54","60.0","60.0","2792.4","2026-06-01 15:02:34","2026-07-15 15:02:34","Donghai Foods USA Inc","Crestline New Jersey Inc","Xin Zhu (Leo)","done",""
"CAP26068872 (OL4093-5)","[E27158] Chuanlan Taro Scallion 12bags*70g","13.47","85.0","85.0","1144.95","2026-06-01 14:22:49","2026-08-01 14:22:49","Baiyun Foods USA Inc","Crestline Pacific Inc","Hao Lyu (Owen)","done",""
"CAP26068872 (OL4093-5)","[F47162] CHENGQING Garlic Flour 6bags*70g","21.21","1.0","1.0","21.21","2026-06-01 14:22:49","2026-08-01 14:22:49","Baiyun Foods USA Inc","Crestline Pacific Inc","Hao Lyu (Owen)","done",""
"CAP26068872 (OL4093-5)","[E17271] BAOSHUN Original Black Pepper 8bags*400g","39.57","11.0","11.0","435.27","2026-06-01 14:22:49","2026-08-01 14:22:49","Baiyun Foods USA Inc","Crestline Pacific Inc","Hao Lyu (Owen)","done",""
"CAP26068872 (OL4093-5)","[VHK17363] YUEMEI Matcha Home Cleaning 100ml","17.02","294.0","294.0","5003.88","2026-06-01 14:22:49","2026-08-01 14:22:49","Baiyun Foods USA Inc","Crestline Pacific Inc","Hao Lyu (Owen)","done",""
"CAP26068872 (OL4093-5)","[E41352] BAOSHUN Chocolate Garlic 1bag*50lb","41.26","4.0","4.0","165.04","2026-06-01 14:22:49","2026-08-01 14:22:49","Baiyun Foods USA Inc","Crestline Pacific Inc","Hao Lyu (Owen)","done",""
"CAP26068872 (OL4093-5)","[F17210] CHENGQING Jujube Peanuts 12bags*70g","22.15","1.0","1.0","22.15","2026-06-01 14:22:49","2026-08-01 14:22:49","Baiyun Foods USA Inc","Crestline Pacific Inc","Hao Lyu (Owen)","done",""
"NJP26068588","[VSC59291] XIANZHU Corn Skin Care 500ml","14.36","35.0","35.0","502.6","2026-06-01 14:13:25","2026-08-05 14:13:25","Nanxi Orient Trading Co., LTD","Crestline New Jersey Inc","Nora Sun","done",""
"NJP26068588","[L56385] Chenrui Seafood Nuts 8bags*150g","29.79","1.0","1.0","29.79","2026-06-01 14:13:25","2026-08-05 14:13:25","Nanxi Orient Trading Co., LTD","Crestline New Jersey Inc","Nora Sun","done",""
"NJP26068588","[A72257] Tianxi Coconut Juice 20btls*330ml","19.8","1.0","1.0","19.8","2026-06-01 14:13:25","2026-08-05 14:13:25","Nanxi Orient Trading Co., LTD","Crestline New Jersey Inc","Nora Sun","done",""
"ILP26068731","[E79328] BAOSHUN Milk Chili Seasonings 24bags*150g","42.51","1.0","1.0","42.51","2026-06-01 13:30:42","2026-08-01 13:30:42","Baiyun Foods USA Inc","Crestline Chicago Inc","Grace Zhao","done",""
"ILP26068731","[E27158] Chuanlan Taro Scallion 12bags*70g","13.19","23.0","23.0","303.37","2026-06-01 13:30:42","2026-08-01 13:30:42","Baiyun Foods USA Inc","Crestline Chicago Inc","Grace Zhao","done",""
"ILP26068731","[A33118] Chenwei BBQ Milk 12btls*330ml","12.21","1.0","1.0","12.21","2026-06-01 13:30:42","2026-08-01 13:30:42","Baiyun Foods USA Inc","Crestline Chicago Inc","Grace Zhao","done",""
